"","...1","species","longitude","latitude","genus","state","province","locality","elevation.in.m","principal.collector","determinator","herbarium","collection.code","picture.code.link","note","original.name","x","link2","gbifid","link","datasetkey","countrycode","stateprovince","elevation","basisofrecord","institutioncode","collectioncode","catalognumber","recordnumber","identifiedby","recordedby","tae","region","location","elevation2","main.collector","note1","note2","x.1","scientificname","typestatus","altitude.in.m","determined.by","verbatimscientificname","x.2","occurrenceid","kingdom","phylum","class","order","family","infraspecificepithet","taxonrank","verbatimscientificnameauthorship","occurrencestatus","individualcount","publishingorgkey","coordinateuncertaintyinmeters","coordinateprecision","elevationaccuracy","depth","depthaccuracy","eventdate","day","month","year","taxonkey","specieskey","dateidentified","license","rightsholder","establishmentmeans","lastinterpreted","mediatype","issue","cataloguenumber.colectioncode","note.1"
"853",864,"serratifolius",-68.28333,-16.05,"Senecio",NA,NA,"43.1 km NE on road up Valle de Hichucota from road to Peñas (turn-off ca. 5 km SE of Peñas). Small lake at base of Cerro Mullu Apacheta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261312137,"https://www.gbif.org/occurrence/1261312137","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4800,"MO","598038","Solomon 4993","A. Cabrera","James C. Solomon",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",865,"serratifolius",-77.4,-9.3,"Senecio",NA,NA,"Huascarán National Park. Quebrada Honda, from pass towards valley bottom, N-side of valley. High andean vegetation (areas of freeze/ thaw and rocky sites), and high eleva- tion grasslands.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309564,"https://www.gbif.org/occurrence/1261309564","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4525,"MO","595445","Smith 11650",NA,"David N. Smith;Marianne Buddensiek;René Valencia",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",866,"serratifolius",-77.75,-8.85,"Senecio",NA,NA,"Huascarán National Park. pass between Quebrada Los Cedros and Hatuncocha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309546,"https://www.gbif.org/occurrence/1261309546","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4725,"MO","595619","Smith 9953","D.N. Smith (MO)","David N. Smith;René Valencia",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",867,"serratifolius",-77.216667,-9.966667,"Senecio",NA,NA,"Huascarán National Park. Quebrada Quenua Ragra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309476,"https://www.gbif.org/occurrence/1261309476","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4650,"MO","595402","Smith 10647","D.N. Smith (MO)","David N. Smith;René Valencia;Alfredo Gonzales",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",868,"serratifolius",-77.18333,-9.86666,"Senecio",NA,NA,"Huascarán National Park. pass between Nevado Pasto Ruri and Nevado Raria, Rio Pachacoto drainage. Natural grassland and Distichia bog.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309459,"https://www.gbif.org/occurrence/1261309459","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4750,"MO","595356","Smith 10178","D.N. Smith (MO)","David N. Smith;Flavia Escalona",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",869,"serratifolius",-77.51666,-9.11666,"Senecio",NA,NA,"Huascarán National Park. Quebrada Ulta, below Ulta Pass Marshy spot, saturated to flooded soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309424,"https://www.gbif.org/occurrence/1261309424","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4700,"MO","595437","Smith 11329","D.N. Smith (MO)","David N. Smith",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",870,"serratifolius",-77.41666,-9.38333,"Senecio",NA,NA,"Huascarán National Park, lateral valley of Quebrada Ishinca, trail to Lago Ishinca. National grassland (Puna) with boggy stream-courses; granitic morainal material.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309399,"https://www.gbif.org/occurrence/1261309399","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4500,"MO","595610","Smith 9470","D.N. Smith (MO)","David N. Smith;René Valencia;Alfredo Gonzales",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",871,"serratifolius",-77.45,-9.45,"Senecio",NA,NA,"Huascarán National Park. Quebrada Llaca, NW side of valley.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261309085,"https://www.gbif.org/occurrence/1261309085","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Ancash",4500,"MO","595419","Smith 10819","D.N. Smith (MO)","David N. Smith;René Valencia;Alfredo Gonzales",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",872,"serratifolius",-68.13333,-16.3,"Senecio",NA,NA,"4.5 km N of Milluni on road to Zongo pass (ca. 3 km S of pass). Moist puna, grassy slopes with rock outcrops.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261306849,"https://www.gbif.org/occurrence/1261306849","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4650,"MO","593369","Solomon 13186","J.C. Solomon","James C. Solomon",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",873,"serratifolius",-68.03333,-16.31666,"Senecio",NA,NA,"4 km al este de La Cumbre (vieja estación de ferrocarril) por el camino a Unduavi. Puna húmeda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261305664,"https://www.gbif.org/occurrence/1261305664","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4450,"MO","592182","Solomon 18298","H. Robinson (US)","James C. Solomon",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",874,"serratifolius",-68.13333,-16.28333,"Senecio",NA,NA,"Pass at the head of Valle del Zongo. Distichia muscoides bog with rocky slopes of granite.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261304734,"https://www.gbif.org/occurrence/1261304734","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4740,"MO","591159","Solomon 9783","A.L. Cabrera","James C. Solomon",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",875,"serratifolius",-67.31666,-16.95,"Senecio",NA,NA,"""Mina Argentina"" - - Near the cut-off to Mina Argentina. 11 km S. of Choquetanga. Barren, high altitude rocky areas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261297291,"https://www.gbif.org/occurrence/1261297291","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4670,"MO","584210","Lewis 38100","H. Robinson (US)","Marko Lewis",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",876,"serratifolius",-67.9,-16.48333,"Senecio",NA,NA,"Trail from mina San Francisco to the pass, 11 km N of Ventilla along the Río Choquekkota. Moist Puna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1261282167,"https://www.gbif.org/occurrence/1261282167","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4500,"MO","570274","Solomon 13787","J.C. Solomon","James C. Solomon",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",877,"serratifolius",-68.383333,-16.183333,"Senecio",NA,NA,"Hichu Cota. Subiendo a la cumbre. Terreni con bloques graniticos, grandes, zone humeda con qgua de deshiele",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1260794485,"https://www.gbif.org/occurrence/1260794485","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4950,"MO","3383026","Moraes R. 152","E. Valenzuela","Mónica Moraes",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",878,"serratifolius",-72,-13.116667,"Senecio",NA,NA,"Dist. Urubamba, Pumahuanca, Matorral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1260494369,"https://www.gbif.org/occurrence/1260494369","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Cusco",4200,"MO","3111120","Tupayachi Herrera 6442","John Pruski, 2009","Alfredo Tupayachi H.",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",879,"serratifolius",-71.13333,-14.11666,"Senecio",NA,NA,"Dist. Sicuani, Santa Barbara, boquerones de Salka, Yanarumipunku, Nevados Oscollo y Chumpe, Pajonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1260493326,"https://www.gbif.org/occurrence/1260493326","7bd65a7a-f762-11e1-a439-00145eb45e9a","PE","Cusco",4500,"MO","3110421","Tupayachi Herrera 6378","John Pruski (MO)","Alfredo Tupayachi H.",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",880,"serratifolius",-68.131944,-16.273056,"Senecio",NA,NA,"Cordillera Huayna Potosi, Base de la cordillera de Huayna Potosi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1257857237,"https://www.gbif.org/occurrence/1257857237","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","La Paz",4900,"MO","100510824","Zárate B. 2445","John Pruski, 2014 (MO)","Modesto Zárate",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870",881,"serratifolius",-65.527222,-17.448333,"Senecio",NA,NA,"San Isidro, A Km 88 carretera Cochabamba-Santa Cruz, entrando hacia al norte, 5 km de la comunidad de San Isidro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1257857225,"https://www.gbif.org/occurrence/1257857225","7bd65a7a-f762-11e1-a439-00145eb45e9a","BO","Cochabamba",4300,"MO","100510826","Zárate B. 2303","M. Zarate (BOLV)","Modesto Zárate",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",882,"serratifolius",-65.63,-23.2,"Senecio",NA,NA,"Mina Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",417054931,"https://www.gbif.org/occurrence/417054931","f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7","AR","Jujuy",NA,"LP","173285",NA,"-","Cabrera, A. L.",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",883,"serratifolius",-66.45,-22.59,"Senecio",NA,NA,"Mina Pirquitas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",417054894,"https://www.gbif.org/occurrence/417054894","f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7","AR","Jujuy",NA,"LP","304178",NA,"-","Fabris, H. A.",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",884,"cocuyanus",-72.314021,6.343936,"Senecio",NA,NA,"Sierra Nevada del Cocuy, alto de Cusirí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890960687,"https://www.gbif.org/occurrence/1890960687","18da9e5d-8966-4893-bf70-b3911152d991","CO","Arauca",4350,"ICN","239430","9198","Roberto Jaramillo-Mejía","A. M. Cleef",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",885,"cocuyanus",-72.325416,6.555622,"Senecio",NA,NA,"Sierra Nevada del Cocuy, laguna Grande de Los Verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890934918,"https://www.gbif.org/occurrence/1890934918","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",4000,"ICN","220063a","1547","Jesús Orlando Rangel-Churio","Jesús Orlando Rangel-Churio",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875",886,"cocuyanus",-72.31455,6.363974,"Senecio",NA,NA,"Sierra Nevada del Cocuy, quebrada Bocatoma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890934596,"https://www.gbif.org/occurrence/1890934596","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",4330,"ICN","219531","5630","Roberto Jaramillo-Mejía","A. M. Cleef",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",887,"cocuyanus",-72.328539,6.366584,"Senecio",NA,NA,"Sierra Nevada del Cocuy, quebrada Bocatoma, alrededores de la laguna Pintada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890934579,"https://www.gbif.org/occurrence/1890934579","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",4060,"ICN","219544","5656","Roberto Jaramillo-Mejía","A. M. Cleef",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877",888,"cocuyanus",-72.290645,6.359408,"Senecio",NA,NA,"Sierra Nevada del Cocuy, cueva de Los Hombres, cerca al Pulpito del Diablo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890934389,"https://www.gbif.org/occurrence/1890934389","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",4350,"ICN","219235","8605","A. M. Cleef","A. M. Cleef",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",889,"cocuyanus",-72.313053,6.398933,"Senecio",NA,NA,"Sierra Nevada del Cocuy, páramo Cóncavo, abrigo rocoso denominado cueva de Los Hombres, 3 kilómetros aproximadamente al norte del morro Pulpito del Diablo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890933913,"https://www.gbif.org/occurrence/1890933913","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",4350,"ICN","218464","8606A","Roberto Jaramillo-Mejía","A. M. Cleef",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",890,"cocuyanus",-72.287515,6.318301,"Senecio",NA,NA,"Sierra Nevada del Cocuy, cabeceras de la quebrada El Playón.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890933883,"https://www.gbif.org/occurrence/1890933883","18da9e5d-8966-4893-bf70-b3911152d991","CO","Arauca",4350,"ICN","218452","8960","A. M. Cleef","A. M. Cleef",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",891,"cocuyanus",-72.346086,6.38732,"Senecio",NA,NA,"Cordillera Oriental; Sierra Nevada del Cocuy, alto valle de Las Lagunillas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890897434,"https://www.gbif.org/occurrence/1890897434","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",NA,"ICN","19256","1483","SIN","José Cuatrecasas","TYPE",NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",892,"cocuyanus",-72.548554,6.351422,"Senecio",NA,NA,"Entre Soatá y Cocuy, alto de Escobal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1890897415,"https://www.gbif.org/occurrence/1890897415","18da9e5d-8966-4893-bf70-b3911152d991","CO","Boyacá",3850,"ICN","19257","1761","SIN","José Cuatrecasas",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",893,"cocuyanus",-72.275126,6.364251,"Senecio",NA,NA,"Sierra Nevada del Cocuy, lado sur de La Plaza, arriba del campamento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1844910776,"https://www.gbif.org/occurrence/1844910776","18da9e5d-8966-4893-bf70-b3911152d991","CO","Arauca",4500,"ICN","111844","1338","José Cuatrecasas","T. van der Hammen",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",894,"cocuyanus",-72.3339,6.36845,"Senecio",NA,NA,"Cordillera oriental; Nevado del Cocuy, alto Valle de Las Lagunillas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",1315009713,"https://www.gbif.org/occurrence/1315009713","79684ec1-01e8-46cc-83cb-cd5bdfb469fe","CO","Boyacá",NA,"COL","19256",NA,NA,"Cuatrecasas, J.",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",895,"cocuyanus",-72.320693,6.348282,"Senecio",NA,NA,"Long-Lat data by C. Londono and A. Cleef releve numbers list. A negative value to meet the DarwinCore Archive requirements when exporting the data",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",781038236,"https://www.gbif.org/occurrence/781038236","0b328835-ea95-4ec3-a0f4-dd2dba993f1f","CO",NA,NA,"UvA-IBED","EAA2FC41-4851-48D4-88DD-541220FEE924/1018",NA,NA,"Cleef, AM",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",896,"cocuyanus",-72.2647,6.394867,"Senecio",NA,NA,"Coordinates by G. van Reenen. Precision in meters.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",781037694,"https://www.gbif.org/occurrence/781037694","0b328835-ea95-4ec3-a0f4-dd2dba993f1f","CO",NA,NA,"UvA-IBED","D9D2602D-0658-4862-A347-0460265A480D/1018",NA,NA,"Cleef, AM",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",897,"cocuyanus",-72.177635,6.499535,"Senecio",NA,NA,"Precision/error 50km from the center of the park, the original value in Km was converted to meters to meet the requirements of the DarwinCore Archive when exporting the data",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",781036895,"https://www.gbif.org/occurrence/781036895","0b328835-ea95-4ec3-a0f4-dd2dba993f1f","CO",NA,NA,"UvA-IBED","AD2E3DA3-7280-45EE-A714-FCD84D814930/1018",NA,NA,"Cleef, AM; Van der Hammen, T",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887",898,"cocuyanus",-72.318454,6.366003,"Senecio",NA,NA,"Original precision value in Km, then converted to meters in order to comply with the DarwinCore Archive when exporting the data",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",781036658,"https://www.gbif.org/occurrence/781036658","0b328835-ea95-4ec3-a0f4-dd2dba993f1f","CO",NA,NA,"UvA-IBED","A39E39E8-63B2-44F2-A203-5E5567659064/1018",NA,NA,"Cleef, AM",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",899,"cocuyanus",-72.315038,6.407487,"Senecio",NA,NA,"Long-Lat data by C. Londono and A. Cleef releve numbers list. Precision unknwon. A negative value to meet the DarwinCore Archive requirements when exporting the data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/",781036535,"https://www.gbif.org/occurrence/781036535","0b328835-ea95-4ec3-a0f4-dd2dba993f1f","CO",NA,NA,"UvA-IBED","9E4BF652-4B2F-4D3C-AC2C-EA1784CF0E8C/1018",NA,NA,"Cleef, AM",NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
